Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Suparno Bronjong,Pengrajin Bronjong,15.000.000,171,2,2011,"['_pengusahadetail(""?pm=/ffSsooHS0TmF9w+m2U1Lw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Suparno Bronjong"")']"
" Telenan ""Hadi Pranoto""",Pembuatan Telenan,59.400.000,75,1,2011,"['_pengusahadetail(""?pm=osBf8mMxDo1/5LLK08T82Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Telenan ""Hadi Pranoto"""")']"
" Genteng Press "" Garuda """,Pembuatan Genteng,225.150.000,"31,5",2,2011,"['_pengusahadetail(""?pm=mf/pfN7pnu3gmvy4gtcmJQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Genteng Press "" Garuda """")']"
 Gito Jaya Abadi,Pembuatan Peti,347.000.000,266,13,2011,"['_pengusahadetail(""?pm=BUvPWbkX8bsI+VH5nW439w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Gito Jaya Abadi"")']"
" Batu Bata "" Pak Karmin""",Pembuatan Batu Bata,306.000.000,"59,77",4,2011,"['_pengusahadetail(""?pm=N7ydLDZwZ5+sl7RdhyxhLg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Batu Bata "" Pak Karmin"""")']"
 Keripik Singkong Sutono,Produksi Keripik Singkong,14.095.000,210,8,2011,"['_pengusahadetail(""?pm=2+hdBH/9o0fAoupCNbL76g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Keripik Singkong Sutono"")']"
 Ani Jati,Pembuatan Kusen Pintu,187.000.000,75,2,2011,"['_pengusahadetail(""?pm=Thj7dIjdCfC+RdA4iIk8VQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Ani Jati"")']"
 Sabilal,TELUR ASIN,2.400.000,117,1,2011,"['_pengusahadetail(""?pm=Ihu59b43tr4sD8NfdbSOLg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Sabilal"")']"
 Anyaman Bambu,Anyaman Bambu,4.800.000,84,3,2011,"['_pengusahadetail(""?pm=W8xHbg6CQCwk0RS6A22iVA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Anyaman Bambu"")']"
 Usaha Mebel Pak Sunarto,Pembuatan Meubel,19.000.000,305,3,2011,"['_pengusahadetail(""?pm=Dc70xQNuvFActEAqLifl0g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Mebel Pak Sunarto"")']"
 Berkah,Pembuatan Keripik Cemilan,15.800.000,212,4,2011,"['_pengusahadetail(""?pm=O0xvlvdiDDIb+69IxzVjyA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Berkah"")']"
 Usaha Karak,Pembuatan Karak,5.000.000,12,5,2011,"['_pengusahadetail(""?pm=BteBAUYUAdLY7zNKhJ2twQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Karak"")']"
" Tahu Dan Tempe "" Mbah Atmo """,Pembuatan Tahu Dan Tempe,13.740.000,"121,32",0,2011,"['_pengusahadetail(""?pm=kPzDRQpFMxY6WgjM13LNeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tahu Dan Tempe "" Mbah Atmo """")']"
" Kerupuk Rambak "" Dewi """,Pembuatan Rambak,20.400.000,"97,2",6,2011,"['_pengusahadetail(""?pm=mXPAkvkfZ4tmU6WyARTVlg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kerupuk Rambak "" Dewi """")']"
" Keripik Singkong "" Maju Lancar """,Pembuatan Aneka Keripik,10.440.000,"226,8",6,2011,"['_pengusahadetail(""?pm=fXOmHERNZqT8b8QW5FNfzg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Keripik Singkong "" Maju Lancar """")']"
 SINAR MAJU 2,Kripik Singkong,"144,88","13,44",3,2011,"['_pengusahadetail(""?pm=Z5sj4ECbdmqG97LSZRNI4Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""SINAR MAJU 2"")']"
 Batu Bata H Attan Jaffar,Pembuatan Batu Bata,456,576,12,2008,"['_pengusahadetail(""?pm=4fjpvrOockixw9ij8IvsyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batu Bata H Attan Jaffar"")']"
 Kurnia Jaya,Pembuatan Meubel,"307,5",350,10,2008,"['_pengusahadetail(""?pm=/74jsDufMSeSRy1E1SpAbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kurnia Jaya"")']"
 Tahu Junino,Pembuatan Tahu,"72,62","504,9",3,2008,"['_pengusahadetail(""?pm=PkntCQRuGrnc3BWTwwRd6Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tahu Junino"")']"
 Furniture,Pembuatan Meubel,28,300,6,2008,"['_pengusahadetail(""?pm=JptZE/DXTsFvWIKe0d3thA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Furniture"")']"
 Roti Goreng Bolang Baling,Industri Makanan,19,30,1,2013,"['_pengusahadetail(""?pm=0hwOf5ynfx+hShIJyEvs/A==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Roti Goreng Bolang Baling"")']"
 Sulam Usus Marni,Industri Sulam Usus,113,80,3,2013,"['_pengusahadetail(""?pm=ApbnEIeKCYMjWR6lKxRLdw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sulam Usus Marni"")']"
 Konveksi Zainal,Konveksi,82,51,1,2013,"['_pengusahadetail(""?pm=kcFBUQ2jA80fqM0qxRKntw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Konveksi Zainal"")']"
 Usaha Pengrajin,Industri Pembuat Gitar,62,42,2,2013,"['_pengusahadetail(""?pm=EqE9cFwMMANKev4k+/BH/w==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Usaha Pengrajin"")']"
 Konveksi Agus Salim,Konveksi,54,80,3,2013,"['_pengusahadetail(""?pm=RglCgpduewfX4PkQ4hWBJQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Konveksi Agus Salim"")']"
 Toko Pakaian Heriana,Usaha Pakaian Jadi,52,120,1,2013,"['_pengusahadetail(""?pm=nA+lyoCHDSejVILTxiagmg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Pakaian Heriana"")']"
 Konveksi Aziz,Konveksi,36,47,2,2013,"['_pengusahadetail(""?pm=P9Vs5TwbCObG80hw3Bhufg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Konveksi Aziz"")']"
 Usaha Batu Bata,Pengrajin Batu Bata,"20,5","23,1",4,2010,"['_pengusahadetail(""?pm=ItD6gZk2PHzsI7TaucHJyw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Usaha Batu Bata"")']"
 Gudang Bu Harti,Pengolahan Kelapa,80,188,2,2011,"['_pengusahadetail(""?pm=f7LkmHqwujUCrKi0TEIjqw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Gudang Bu Harti"")']"
 Konveksi Poniyati,Konveksi,372,354,10,2011,"['_pengusahadetail(""?pm=e5F6MpH+x2xoSsWR+0OqFQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Konveksi Poniyati"")']"
 Sangkar Burung Supriyadi,Sangkar Burung,"38,1","33,7",3,2013,"['_pengusahadetail(""?pm=SDkLoGIb7B9LypHKE1xFkw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sangkar Burung Supriyadi"")']"
 Arif Sangkar Burung,Sangkar Burung,"52,4",64,6,2013,"['_pengusahadetail(""?pm=rVT3AgV9qubguFBGUNc2BQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Arif Sangkar Burung"")']"
 Kerupuk Sinuh,Industri Kerupuk,37,124,6,2013,"['_pengusahadetail(""?pm=XtxwvBixL4AnArKUdlOKiA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kerupuk Sinuh"")']"
 Merpati,Makanan Ringan,68,716,13,2013,"['_pengusahadetail(""?pm=nW+9hf17QT3dMO1+FlAbGA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Merpati"")']"
 Toko Baju Aminah,Pakaian Jadi,57,"230,36",8,2011,"['_pengusahadetail(""?pm=sFKpiLtL0c8utOxUin7wZA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Baju Aminah"")']"
 KALUMATA SOFA,PEMBUAT SOFA,33,176,3,2012,"['_pengusahadetail(""?pm=z9RETzaORp90LVF/0R/CFQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KALUMATA SOFA"")']"
 KUE TRADISIONAL,PEMBUAT KUE TRADISIONAL,64,99,2,2012,"['_pengusahadetail(""?pm=qFG6S4nPToWrgz+nz2tJiA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KUE TRADISIONAL"")']"
 SARI RAHA ,FUFU IKAN CAKALANG ,267,295,6,2012,"['_pengusahadetail(""?pm=Tlkky3mw5gDi/L1PHmtcTg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""SARI RAHA "")']"
 PEMBUAT TOGE ,PEMBUAT TOGE /KECAMBAH ,126,78,1,2012,"['_pengusahadetail(""?pm=PbT4vtq9LVSd62AvyqHntg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PEMBUAT TOGE "")']"
 Anggi Fried Chicken,Pembuatan Ayam Goreng,"111,5",12,1,2008,"['_pengusahadetail(""?pm=Eqgq5k8KKNTg0YutnEAiSg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Anggi Fried Chicken"")']"
 Isnaniah,Pembuatan Makanan / Catering,"17,8",0,3,2008,"['_pengusahadetail(""?pm=LXY7TkPeaQ714zxLbVsvHg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Isnaniah"")']"
 Misran,Pembuatan Kue Cingkaruk,"9,45",0,1,2008,"['_pengusahadetail(""?pm=dq6s7URJK1PJ+dVnFgFgFg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Misran"")']"
 Rahmani Sasirangan,Pembuatan Kain Sasirangan,"24,6",12,5,2008,"['_pengusahadetail(""?pm=s0SnHS5DJOb2qouQacvWcg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rahmani Sasirangan"")']"
 Mandiri Sasirangan,Pembuatan Kain Sasirangan,"22,25",12,5,2008,"['_pengusahadetail(""?pm=efHbohZmPhxaQh7D5CcgfA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mandiri Sasirangan"")']"
 Warung Ngurah,Pembuatan Sarung Pantai,"24,7",83,4,2008,"['_pengusahadetail(""?pm=LhtIWRCSgw+WNqVXKNgikA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Ngurah"")']"
 Meubel Kayu Agil,Meubel Kayu,"49,6","89,4",1,2012,"['_pengusahadetail(""?pm=54MlhT6PDQd3+ereob8dLA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Meubel Kayu Agil"")']"
 AINUN ROTI ,PRODUKSI ROTI ,62,214,3,2012,"['_pengusahadetail(""?pm=ZepiBytDInfUJTgfM+9+Dw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""AINUN ROTI "")']"
 Anas Sasirangan,Pembuatan Kain Sasirangan,"33,12",12,5,2008,"['_pengusahadetail(""?pm=qqsHISTIRJAX7sxqDE8m4w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Anas Sasirangan"")']"
 Peyek Bu Siti,Produksi Peyek,"8,9",63,2,2011,"['_pengusahadetail(""?pm=cpzeGcfEW8gr1fA6Tooysg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Peyek Bu Siti"")']"
 Wahana Gypsum,Produksi Gypsum,25,50,3,2011,"['_pengusahadetail(""?pm=NRtbHwkKvoVRPV24HCEDeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Wahana Gypsum"")']"
 Penjahit Bahdian,Menjahit Pakaian,"257,5",110,1,2011,"['_pengusahadetail(""?pm=UQqqzEmHY+FWVwnSK9b7sw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Penjahit Bahdian"")']"
 Kios Kelapa,Kelapa Parut,"14,3",63,1,2011,"['_pengusahadetail(""?pm=Nl5Bi2DQav3MSZpJ8LM1xw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Kelapa"")']"
 Masikun Bata,Bata,100,57,2,2012,"['_pengusahadetail(""?pm=EOiP9K75fORkJXxwi+zVCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Masikun Bata"")']"
 Mugiwati Bata,Bata,111,"49,2",4,2012,"['_pengusahadetail(""?pm=XTs8ug5EBk3lgZS6PqxXcw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Mugiwati Bata"")']"
 Mutihar Bata,Bata,85,"48,4",3,2012,"['_pengusahadetail(""?pm=y5vaByYtE5M9iT6N5zMm3Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Mutihar Bata"")']"
 Usaha Industri Kerupuk Rambat,Produksi Kerupuk,"36,5",570,4,2012,"['_pengusahadetail(""?pm=XgJN+Rk8KVEXj/id9RaUkQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Usaha Industri Kerupuk Rambat"")']"
 Pengrajin Sangkar Burung Iwan Tea,Pengrajin Sangkar Burung,"32,1",145,3,2012,"['_pengusahadetail(""?pm=5NzLQuFPUR0UetQ6+wmZQw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengrajin Sangkar Burung Iwan Tea"")']"
 USAHA TEMPE ALIYA,PRODUKSI TEMPE,"70,85",136,3,2012,"['_pengusahadetail(""?pm=W8vf8Dx3AjI6lPTnsQDTrQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA TEMPE ALIYA"")']"
 Mode Net,Pembuatan pakaian pesanan,107,123,2,2008,"['_pengusahadetail(""?pm=AZrEJNRHiaFtXp2pOJkBuw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mode Net"")']"
 Warung Sunda Ibu Wawan,Pembuatan pakaian pesanan,"12,4",96,5,2008,"['_pengusahadetail(""?pm=0Q3wB8C5AN+yxu6KEvRVzA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Sunda Ibu Wawan"")']"
 Wulan Busana,Pembuatan Furniture,"14,06",102,10,2008,"['_pengusahadetail(""?pm=RkxbyaABw6gDXbBZab/cqA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wulan Busana"")']"
 Cuwo jaya Gypsum,Pembuatan Gypsum,47,125,10,2008,"['_pengusahadetail(""?pm=OMQBnyfl6Pq5stjYGzPycQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cuwo jaya Gypsum"")']"
 Super telor,Pembuatan Interior Gypsum,12,1.902,20,2008,"['_pengusahadetail(""?pm=4Sx5hz/432FfOSp7BR5uUg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Super telor"")']"
 Abadi Celular,Pembuatan materi cetakan,9,"238,5",2,2008,"['_pengusahadetail(""?pm=usI+UNM4T1+/yjPnvv168A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Abadi Celular"")']"
 Selo Keramik,Pembuatan Guci dan pot,204,960,9,2008,"['_pengusahadetail(""?pm=o+CbiJsCnwhmWVDyE+2K5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Selo Keramik"")']"
 Wuwung Keramik,Pembuatan accesoris genteng (atap rumah),"333,25",120,5,2008,"['_pengusahadetail(""?pm=ui4WIt9rQfAzlapOgfICtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wuwung Keramik"")']"
 Sanggar Sri Rejeki,Pembuatan Tempat buah,"187,6",210,32,2008,"['_pengusahadetail(""?pm=CIdkdZx3V0SjJQ9DpcLVUw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sanggar Sri Rejeki"")']"
 Bayu Aji Batik,Pembuatan Wayang,"19,1",24,8,2008,"['_pengusahadetail(""?pm=o3Wevt7GaOqQEGiRnnuL/Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bayu Aji Batik"")']"
 Suradi Leadher dan Lamp,Pembuatan Kap lampu,725,"1.552,5",22,2008,"['_pengusahadetail(""?pm=Nd/gRHlbZ8ZUMPaqXb/j0g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Suradi Leadher dan Lamp"")']"
 Sanggar Nakulo,Pembuatan Wayang,"43,5",18,5,2008,"['_pengusahadetail(""?pm=gfSyIKZ6g4QKomxVMyMvHw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sanggar Nakulo"")']"
" Wayang kulit "" Super Murah """,Pembuatan Kap Lampu,"223,15",120,10,2008,"['_pengusahadetail(""?pm=Ic44CSINB8EHW1HNHZj2zA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wayang kulit "" Super Murah """")']"
 Batik tulis Sungging tumpuk,Pembuatan Kain Batik Tulis,"42,45",6,20,2008,"['_pengusahadetail(""?pm=nhi3voCiZbLhgYUeLNHo9w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batik tulis Sungging tumpuk"")']"
" Peyek ""Febri""",Pembuatan Peyek Kacang,"97,5",850,15,2008,"['_pengusahadetail(""?pm=v2B6WMCPksSUsHiETaw9Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Peyek ""Febri"""")']"
" Batik Tulis ""Sekar Kedhaton""","Pembuatan Bahan Baju, Jarik,dll","85,55",24,26,2008,"['_pengusahadetail(""?pm=1Q2mTtV6rekhV1hdJpUwQQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batik Tulis ""Sekar Kedhaton"""")']"
 Etnik Handycraft,Pembuatan Topeng,"127,2",420,8,2008,"['_pengusahadetail(""?pm=2Fz6yiT4T29hq3DKItljJg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Etnik Handycraft"")']"
 Usaha Topi Zaidar,Pembuatan Topi,32,62,4,2008,"['_pengusahadetail(""?pm=CaR9Fp5Sc1iTY+nO70etig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Topi Zaidar"")']"
 Tahu Dan Tempe Barokah,Pembuatan Tempe Dan Tahu,"5,98",225,2,2011,"['_pengusahadetail(""?pm=MVerwRf5ZXvntwGBBpeD5g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tahu Dan Tempe Barokah"")']"
 Sari Gizi,Industri Makanan Ringan,"78,8",786,10,2011,"['_pengusahadetail(""?pm=nKJM9RVQtzPXnrTubqj9Ng==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Sari Gizi"")']"
 Tahu Dan Tempe Ibu Sumilah,Pembuatan Tempe Dan Tahu,"20,27",204,2,2011,"['_pengusahadetail(""?pm=iDHjWSdpeUDQgk2r3hrMKQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tahu Dan Tempe Ibu Sumilah"")']"
 NAZWA WATER,AIR MINUM,"503,88",150,2,2011,"['_pengusahadetail(""?pm=nBbN57Zh8tnrtateeirvhQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""NAZWA WATER"")']"
 USAHA PINANG AISYAH,PINANG KERING,"78,36","43,2",4,2011,"['_pengusahadetail(""?pm=yKYyyDHZr8BKQvfDyf50EQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""USAHA PINANG AISYAH"")']"
 Batu Bata Jatmiko,Industri Batu Bata,80,52,3,2013,"['_pengusahadetail(""?pm=c3MJ5HHN503LS0qkCdp6MQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Batu Bata Jatmiko"")']"
 Sangkar Burung Rotan Nasirudin,Sangkar Burung Rotan,20,46,2,2013,"['_pengusahadetail(""?pm=MSCZlj2ff7j/xNKPiWagKg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sangkar Burung Rotan Nasirudin"")']"
 USAHA IKAN FUFU,PENGASAPAN IKAN,71,120,4,2012,"['_pengusahadetail(""?pm=NdHuh8aYjBWPuRARVQ+JrQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA IKAN FUFU"")']"
 Kerupuk ,Kerupuk,47,"187,2",2,2009,"['_pengusahadetail(""?pm=Ihv0dZHw8UzNRsUcS1GvRQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kerupuk "")']"
 Makanan Ringan Ali Udin,Gorengan,41,"374,4",5,2009,"['_pengusahadetail(""?pm=7AkUrtvgV0y9aV9cWglhgg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Makanan Ringan Ali Udin"")']"
 Kerupuk Nurjana,Kemplang,25,0,4,2009,"['_pengusahadetail(""?pm=Uyxs1NHJwqyRxmN6Of+4/w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kerupuk Nurjana"")']"
 Dagang Kerupuk Ibu Hanim,Kemplang,53,216,4,2009,"['_pengusahadetail(""?pm=7Cuw+x++nvzyHLWpiIsl0w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Dagang Kerupuk Ibu Hanim"")']"
 Usaha Dagang Keripik,Keripik,55,252,3,2009,"['_pengusahadetail(""?pm=nB2O+LBGp5uYYjH72bIfHw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Usaha Dagang Keripik"")']"
 Industri Kerupuk Khoiri,Kerupuk,312,108,4,2009,"['_pengusahadetail(""?pm=5j1eDxfICoy8WSX4UJeDgA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Industri Kerupuk Khoiri"")']"
 Meubel Pesona,Meubel,42,"43,2",3,2009,"['_pengusahadetail(""?pm=D5aQODMmOFr+1n0e579G/g==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Meubel Pesona"")']"
 UD. Arjuna,Pembuatan Gorong-Gorong,"15,15",105,4,2008,"['_pengusahadetail(""?pm=xcp8IWAVySATeSKAR7/l9g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Arjuna"")']"
 Sumi Colection,Pembuatan Pakaian,29,60,3,2008,"['_pengusahadetail(""?pm=LqIHF5pSZe0frbQUUNG/Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumi Colection"")']"
 Usaha Kue Nining,Pembuatan Kue,136,106,5,2008,"['_pengusahadetail(""?pm=kt/7iEHuKkP9yuiAb5UWFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Kue Nining"")']"
 Rismayanti Bordir,Percetakan,29,68,2,2008,"['_pengusahadetail(""?pm=viCVWTGpSZsYpnoWmPgEZg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rismayanti Bordir"")']"
 Bengkel Las Nur Abadi Teknik,"Pembuatan Pagar, Kanopi dan Teralis",39,180,4,2008,"['_pengusahadetail(""?pm=uWsErjS82I0t5ilcV1lX4g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Las Nur Abadi Teknik"")']"
 PEMBUAT TAHU SUMEDANG,PEMBUAT TAHU SUMEDANG,52,216,3,2012,"['_pengusahadetail(""?pm=WRLXLyd16Z+o54LvkEYdYw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PEMBUAT TAHU SUMEDANG"")']"
 Kemplang Panggang,Pembuatan Kemplang,100,120,0,2009,"['_pengusahadetail(""?pm=JbCfklMJc9QVPVoTW+xysQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kemplang Panggang"")']"
 Wahyu Gorden,Pembuatan Gorden,28,12,4,2008,"['_pengusahadetail(""?pm=c8xCS7Bc3iJN1JjMnKX1WQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wahyu Gorden"")']"
 KONVEKSI CIPTA BUSANA,Penjahit Konveksi,"102,1",234,6,2011,"['_pengusahadetail(""?pm=7A5f8wFmHF7Uf5j8uB/SjQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KONVEKSI CIPTA BUSANA"")']"
 AKUR SADULUR,KERIPIK PISANG,41,252,9,2011,"['_pengusahadetail(""?pm=pvmOVsi34ydB6K8Tskmmpw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""AKUR SADULUR"")']"
 IKM SANDAL,SANDAL,"77,7","201,6",4,2011,"['_pengusahadetail(""?pm=rIJIw+f7je/pGrSjvkL1WQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""IKM SANDAL"")']"
 RATU,IKAN BANDENG,"136,99","536,4",3,2011,"['_pengusahadetail(""?pm=xNhx4CDXb3RNT45Gwj4L2w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""RATU"")']"
 FORSITA,BANDREK,"76,35","47,5",8,2011,"['_pengusahadetail(""?pm=l60NMuEB6wOyTswh21EhQQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""FORSITA"")']"
 AWAL PUTERA MANDIRI,SATE BANDENG,"114,5","590,4",6,2011,"['_pengusahadetail(""?pm=oIjcp3mdZoDr5PUN3OoUxQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""AWAL PUTERA MANDIRI"")']"
 KELOMPOK IKHLAS,Kertas Daur Ulang,"173,6","17,3",10,2011,"['_pengusahadetail(""?pm=KEfphj0FLPxGGEnqXYjzGg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KELOMPOK IKHLAS"")']"
 KARYA MANDIRI,Pembuatan Kusen,"17,1","20,5",2,2011,"['_pengusahadetail(""?pm=wIz821cbire6SIa6eJWCeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KARYA MANDIRI"")']"
 Maju Jaya Collection,Pembuatan pakaian,588,450,5,2008,"['_pengusahadetail(""?pm=vDNGTdCHeNUSKxKY5oMfSg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Maju Jaya Collection"")']"
 UD Akor,Pembuatan furniture,"1.292,5",244,6,2008,"['_pengusahadetail(""?pm=8qdKFTrDIWqtpYUXhOCMXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Akor"")']"
 UD Lancar,Pembuatan gypsum ,1.035,102,25,2008,"['_pengusahadetail(""?pm=fGzGMNgsK9REexUCOJMrYA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Lancar"")']"
 Toko Roti Mekkah,Pembuatan roti,"97,2",104,8,2008,"['_pengusahadetail(""?pm=QHpymq2YtWt61znGHPp3sw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Roti Mekkah"")']"
 UD ARIS,Mesin,"1.791,8",624,14,2008,"['_pengusahadetail(""?pm=aplOKxHfRTOzwrhkIQgfKg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD ARIS"")']"
 Ripik Reformasi,Pembuatan keripik,203,135,4,2008,"['_pengusahadetail(""?pm=bpe50brcQ2XhS/VPyUl//A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ripik Reformasi"")']"
 Industri Makanan Kecil,Roti Tawar,109,109,6,2009,"['_pengusahadetail(""?pm=IUOIWiHFgsejnud0I4VfGQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Industri Makanan Kecil"")']"
 Penjahit Siti Fatimah,Taylor,144,16,3,2012,"['_pengusahadetail(""?pm=a/ikLvplFFg1d156bXYmjg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Penjahit Siti Fatimah"")']"
 UD Salogang,Pembuatan Meubel,60,104,3,2008,"['_pengusahadetail(""?pm=WeItKT+hmwgNMf+IQWB8Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Salogang"")']"
