Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Warung Lawar Penatih,Dagang Bakso,245,675,3,2008,"['_pengusahadetail(""?pm=nUvlrWvSAzqN3skUWQ1qhw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Lawar Penatih"")']"
 Warung Lawar Bali,Dagang Pakaian,"39,89",72,2,2008,"['_pengusahadetail(""?pm=HB0F613q+De99tVKwyGLdg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Lawar Bali"")']"
 Kios Alif Sel,Jual Sembako,"67,45",540,1,2012,"['_pengusahadetail(""?pm=t0JDJlvmxcnaPKaPbGu4YA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Alif Sel"")']"
 Kios Koko,Dagang Sembako,23,240,3,2011,"['_pengusahadetail(""?pm=yUC9R7P/UEGooxWKhEpBnA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Koko"")']"
 Aan Jaya,Sembako,65,50,3,2011,"['_pengusahadetail(""?pm=tQMbw26E9vsOulEwk8ZySQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Aan Jaya"")']"
 Bengkel Las Mobil Naser,Bengkel,125,45,5,2011,"['_pengusahadetail(""?pm=+8g2kmACClOqG2iQU3hNYw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Bengkel Las Mobil Naser"")']"
 Bhakti Utama,ATK Dan Foto Copy,473,100,3,2013,"['_pengusahadetail(""?pm=BWJFDVxZJNNAypi8TZNGFw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bhakti Utama"")']"
 Toko Pengrajin Ibnu Rosyid,Dagang Terbang Dan Rebana,"11,75",12,2,2008,"['_pengusahadetail(""?pm=Xk8oHFdSbEMIWG6UP3y5Hg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Pengrajin Ibnu Rosyid"")']"
 Toko Barokah,"Dagang Terbang, Rebana","21,5",12,2,2008,"['_pengusahadetail(""?pm=Fwr3ChfUvAORUeZpYpuZ2g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Barokah"")']"
 Kios Masrah,Dagang Sembako,"10,8",12,2,2008,"['_pengusahadetail(""?pm=S6y053ZOEGf90COCnAZtPQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Masrah"")']"
 Kios Lia,Dagang Sembako,"23,2",12,2,2008,"['_pengusahadetail(""?pm=kGaMur3sxTGEtOAQigedEg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Lia"")']"
 Kios Syfa,Dagang Sembako Dan Pancarekenan,"11,2",12,2,2008,"['_pengusahadetail(""?pm=oD0z53vTSlyTjG9Zh+3UFw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Syfa"")']"
 Toko Iwan,Dagang Sembako Dan Pancarekenan,"29,2",12,2,2008,"['_pengusahadetail(""?pm=Kiyk0dUlUyu3Djo6aobhWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Iwan"")']"
 Syifa Rizki,Dagang Lampu Dan Alat Elektronik,21,12,2,2008,"['_pengusahadetail(""?pm=KuvLIyfBpEmQtk+3obD0wg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Syifa Rizki"")']"
 Zakaria Phonecell,"Dagang Voucher, Aksesoris Hp","14,5",12,2,2008,"['_pengusahadetail(""?pm=d7KPQdoxO2sAuc3QNTyvjw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Zakaria Phonecell"")']"
 Warung Mumu,"Dagang Makanan, Minuman Dan Rokok",13,12,3,2008,"['_pengusahadetail(""?pm=xuAOCnjQhJGgjwFWzKfHLQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Mumu"")']"
 Warung Nisa,"Dagang Makanan, Minuman Dan Rokok",12,12,3,2008,"['_pengusahadetail(""?pm=8/5ASzgZsRd+EnOkW6jfLA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Nisa"")']"
 Warung Annisa,"Dagang Makanan, Minuman Dan Rokok","9,5",12,2,2008,"['_pengusahadetail(""?pm=iAHWfvKCZ2uDoBBwtaP9yg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Annisa"")']"
 Kios Mashrofah,Dagang Sembako,"10,5",12,2,2008,"['_pengusahadetail(""?pm=endiNnpHP9HsWhi2lSogXg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Mashrofah"")']"
 Neo Java,Dagang Voucher Dan Aksesoris Hp,16,12,1,2008,"['_pengusahadetail(""?pm=hECMGensB1cmsu+O9kTrEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Neo Java"")']"
 Kios Husna,"Dagang Sembako, Dan Lain-Lain",45,12,2,2008,"['_pengusahadetail(""?pm=foHEqoafx9D+nEXvBUO32w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Husna"")']"
 Kios Najar,Sembako,39,27,1,2013,"['_pengusahadetail(""?pm=hs5aofJuI1owNWmUudwOKg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Najar"")']"
 Kios Sutiati,Sembako,49,68,1,2013,"['_pengusahadetail(""?pm=UIQ0ndYnVjxsEnEHUcIdmg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Sutiati"")']"
 Kios Hadia,Sembako,53,55,1,2013,"['_pengusahadetail(""?pm=JicWSB1hcdqDVzSRz6nVmw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Hadia"")']"
 Rum Mara,Sembako,43,44,1,2013,"['_pengusahadetail(""?pm=nHj10qTd921L86GmLvnjag==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Rum Mara"")']"
 Kios Sri Hartati,Sembako,44,68,1,2013,"['_pengusahadetail(""?pm=xqkOV51o0hrfDWMds1pYeg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Sri Hartati"")']"
 Toko Manisan Dan Es Teler,Jualan ,"9,16",45,0,2011,"['_pengusahadetail(""?pm=LcTQuJ07o2OZtjieXOkE4g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Manisan Dan Es Teler"")']"
 Alif Cell,Jual Pulsa Dan HP,"9,35","43,2",0,2011,"['_pengusahadetail(""?pm=/U+HDJSCclIoLo2mHDkQlg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Alif Cell"")']"
 Warung Pak Sukar,Dagang Sembako,"89,5",74,2,2011,"['_pengusahadetail(""?pm=Hn/qJmIKh5G/m9T6TmshiA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Pak Sukar"")']"
 Eni Collection,Pakaian Jadi,408,240,2,2011,"['_pengusahadetail(""?pm=aKh7CCTUqAZDSKRZFcPTDA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Eni Collection"")']"
 UD. Jabal Nur,Toko Sembako,311,"26,6",2,2011,"['_pengusahadetail(""?pm=N/CB0Zt8q6NwyNGCOEAeKg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""UD. Jabal Nur"")']"
 Keripik Bu Mini,Keripik Usus,"29,5",124,3,2011,"['_pengusahadetail(""?pm=Ixl8A/oKdttcPx1T1ttDAA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Keripik Bu Mini"")']"
 Dagang Ayam Potong,Ayam Potong,43,570,1,2011,"['_pengusahadetail(""?pm=ksEI94P0H0wWHIiF9o+ocw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Dagang Ayam Potong"")']"
 Kamila Asia Permata,Jualan Asesoris Permata,"254,5",399,1,2011,"['_pengusahadetail(""?pm=T2m8nVySK4Wc1m5hPkcfNA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kamila Asia Permata"")']"
 Warung Sus,Dagang,141,81,1,2012,"['_pengusahadetail(""?pm=gN9v1rO4MGg3YzQQmL5VAw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sus"")']"
 Warung Mul,Dagang,"140,7","173,4",2,2012,"['_pengusahadetail(""?pm=rRMyPx9CBCP79WCOfJSqJg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Mul"")']"
 Warung Chelsea,Dagang Sembako,"50,5",252,2,2012,"['_pengusahadetail(""?pm=uRGIhfZM10e7dPfmXxpLlA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Chelsea"")']"
 Warung Azet,Dagang Sembako,26,222,2,2012,"['_pengusahadetail(""?pm=Cn4dWWA8jgV5YDcj8rwyEA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Azet"")']"
 Warung Tiara,Pedagang Telur,"54,25",189,2,2012,"['_pengusahadetail(""?pm=Bag1N2Wfd+hDer99aSdt9g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Tiara"")']"
 Warung Sembako Rukiah,Warung Sembako,91,394,2,2012,"['_pengusahadetail(""?pm=7DXKKt2ICLJC404OfFy6CQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sembako Rukiah"")']"
 Warung Ani,Dagang Sembako,"45,9",425,2,2012,"['_pengusahadetail(""?pm=2O3UhooAKoYhgRyNcKRQtg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Ani"")']"
 Toko Beras Berkat,Dagang Beras,"423,5",3.200,3,2012,"['_pengusahadetail(""?pm=TIRoez+twCWv9eXTYsAsHw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Beras Berkat"")']"
 Cipta Kreasi Perdana/ Suplier Batu Alam,Perdagangan Dan Jasa Batu Alam,50,132,4,2012,"['_pengusahadetail(""?pm=TbbBiGCR9C+Ba5Mmz/pFdQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Cipta Kreasi Perdana/ Suplier Batu Alam"")']"
 Warung IIN,Warung Sembako,"48,7",280,1,2012,"['_pengusahadetail(""?pm=KLIn7bPP5fNGrQopY5lwkw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung IIN"")']"
 Toko Afifa,Dagang Kelontong,81,348,2,2012,"['_pengusahadetail(""?pm=KJTqX9uSs4cfYi46x4cweg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Afifa"")']"
 KIOS IBU MULIATI,SEMBAKO,"95,5",535,4,2012,"['_pengusahadetail(""?pm=YB3nNmYVa6o2CqF0MsKxWQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS IBU MULIATI"")']"
 KIOS IBU FATMAWATI,SEMBAKO,299,1.200,1,2012,"['_pengusahadetail(""?pm=YXDXE8ZlWIqy/lu8uJONbA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS IBU FATMAWATI"")']"
 Riani Taylor,Dagang mie ayam bakso,"4,4",93,6,2008,"['_pengusahadetail(""?pm=PYsNZ6Ofe3xmWcUfyc58Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Riani Taylor"")']"
 Abadi Jaya,Dagang makanan dan minuman,202,20,2,2008,"['_pengusahadetail(""?pm=11g47+oR2Gnu1N+p/3l/rA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Abadi Jaya"")']"
 Rahangalan Nursery,Dagang pelumas dan jasa bengkel cuci mobil,11.013,340,6,2008,"['_pengusahadetail(""?pm=qfJ6hfioB1E66A+ytVMqCg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rahangalan Nursery"")']"
 Dagang Sayur Keliling,Sayur Mayur,17,144,1,2011,"['_pengusahadetail(""?pm=wtvypLHvxiXbYIOi1HyBBA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Dagang Sayur Keliling"")']"
 Zahra,Dagang Kelontong,"105,5",204,2,2008,"['_pengusahadetail(""?pm=V2/vgDaMzOfLBRQKsWbvSw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Zahra"")']"
 Kedai Imut,Dagang Kelontong,"101,9",388,2,2008,"['_pengusahadetail(""?pm=ZRIG0a5oSXU9tchjuKS6jw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kedai Imut"")']"
 Cucian Anton/Vizta,Cucian Motor,"9,5",105,1,2009,"['_pengusahadetail(""?pm=tJXYz+y2qS5ukAtLuhTZeA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Cucian Anton/Vizta"")']"
 Hermin Pulsa,Dagang Kelontong,"868,2",270,2,2008,"['_pengusahadetail(""?pm=IvZoP39gqHpYLd64L8v1RQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hermin Pulsa"")']"
 CITRA POSEL,"PULSA,CHASING HP","653,05",96,1,2011,"['_pengusahadetail(""?pm=WYWQmiEiep+MM0FCnI/53Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""CITRA POSEL"")']"
 Martabak Bangka Kampiun,Pembatan Martabak Manis,10,121,4,2011,"['_pengusahadetail(""?pm=DBcK5vu9E+6ZBnQ+gp5WPw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Martabak Bangka Kampiun"")']"
 AYU FASHION ,DAGANG PAKAIAN JADI ,"6.190,37",17.250,10,2011,"['_pengusahadetail(""?pm=RYo3lrzoDGjV9ecGCOIgLg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""AYU FASHION "")']"
 Barokah Cellular,Penjualan Pulsa,"48,9",75,2,2011,"['_pengusahadetail(""?pm=hCHkImmDFYS8UVTjhMq0oA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Barokah Cellular"")']"
 RM. Padang Pariaman,Rumah Makan Padang,"108,6",222,2,2011,"['_pengusahadetail(""?pm=EwWLp/On7sgH97CA1EMgGw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""RM. Padang Pariaman"")']"
 Toko Rita,Penjualan Kebutuhan Rumah Tangga,168,198,2,2011,"['_pengusahadetail(""?pm=fBJQSkoa1PQaQljQzVdzzg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Rita"")']"
 Toko Ikbal,Toko Serba Ada,119,40,0,2011,"['_pengusahadetail(""?pm=AmjA1mFVsGb5CgVH22SSXw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Ikbal"")']"
 Conter Hp Ria,Pulsa Dan Accoris Hp,14,24,1,2011,"['_pengusahadetail(""?pm=+KGtqUxcl2en5g2aHnLDyA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Conter Hp Ria"")']"
 Mamfaat Utama,Toko Aneka Makanan,111,25,0,2011,"['_pengusahadetail(""?pm=oacWWa0u8DtT13Ig/p5OZw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Mamfaat Utama"")']"
 KIOS ASANTER,KIOS SEMBAKO,458,108,2,2012,"['_pengusahadetail(""?pm=TDYr1dIIbyDWnUvrgQ+0oQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS ASANTER"")']"
 KIOS 2 PUTRI,KIOS SEMBAKO,271,150,1,2012,"['_pengusahadetail(""?pm=crGfhd9OdfTAmDQ2KcjJVQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS 2 PUTRI"")']"
 BENGKEL RAF,BENGKEL,386,114,1,2012,"['_pengusahadetail(""?pm=bQj4iU4nDa1C9KHBjECYKg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BENGKEL RAF"")']"
 KIOS RIDWAN,KIOS SEMBAKO,98,156,1,2012,"['_pengusahadetail(""?pm=nmHzBAnay90lMokG4tCuSA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS RIDWAN"")']"
 CELL 2 PUTRI,PRODUK CELLULAR,266,160,1,2012,"['_pengusahadetail(""?pm=sVWDgl/M4xqxr6T5HVhcAw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""CELL 2 PUTRI"")']"
 CAHAYA WAJO,TOKO SEMBAKO,2.019,680,4,2012,"['_pengusahadetail(""?pm=vPRcJjnCvrT36pfj8B9mVg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""CAHAYA WAJO"")']"
 Toko Pakaian,Pakaian,"39,5",72,2,2009,"['_pengusahadetail(""?pm=fHz6amGj7SYwwYhkpppAjg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Pakaian"")']"
 Warung Mediar,Sayuran,"43,05",180,1,2009,"['_pengusahadetail(""?pm=37/TkTQLksbGFg4Ac5Ksvg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Warung Mediar"")']"
 Warung Nabila,Warung Sembako,"34,5",24,1,2009,"['_pengusahadetail(""?pm=YqeJCQIAmmZwPrd3O9AW+A==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Warung Nabila"")']"
 Celebes Aquarium,Dagang Ikan Hias,345,285,6,2008,"['_pengusahadetail(""?pm=+ApwkszyfTz4O2Q63qutdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Celebes Aquarium"")']"
 UD  Al Amin,Dagang Telur,239,2.605,2,2008,"['_pengusahadetail(""?pm=AAqOMb1evbjxYTLsuvjbqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD  Al Amin"")']"
 Foto Copy Kembar,Dagang ATK,24,73,2,2008,"['_pengusahadetail(""?pm=ZidlVLDUaxBbP8MlbPed7Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Foto Copy Kembar"")']"
 UD. Rahma,Dagang Pakaian,189,650,5,2008,"['_pengusahadetail(""?pm=gxqwNY11jv3eWl8w/oRn+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Rahma"")']"
 Usaha Jaya Card,Dagang Souvenir,656,1.500,16,2008,"['_pengusahadetail(""?pm=CzOjVPnk9zp1c7vqM3wDKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Jaya Card"")']"
 Surya Sakti Motor,Dagang Spare Parts,111,240,6,2008,"['_pengusahadetail(""?pm=kJbyZxQNRolF/f8AtsJ5Fw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Surya Sakti Motor"")']"
 UD. Rezky,Dagang Pot,"19,19",172,3,2008,"['_pengusahadetail(""?pm=63jU8d0VNp1K9tWNc9sNzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Rezky"")']"
 TERUS MAJU,DAGANG,"50,42","43,2",2,2010,"['_pengusahadetail(""?pm=VfkBaSxCKbYz1t1SfbZh2Q==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""TERUS MAJU"")']"
 Toko Ramadhan,Dagang Pakaian,418,144,1,2009,"['_pengusahadetail(""?pm=lN1r6Lti1CvGlAwgKL9j/w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Ramadhan"")']"
 Depot Air Minum Saigon,Depot Air Minum,72,60,1,2009,"['_pengusahadetail(""?pm=il3w7tZR+49Qqa8hDZHl9Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Depot Air Minum Saigon"")']"
 Bengkel Anugrah,Bengkel Mobil,19,72,4,2009,"['_pengusahadetail(""?pm=XCVg9YbfAqNKZExYV2+a5A==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Bengkel Anugrah"")']"
 Toko Lutfi,Dagang Alat Tulis Kantor,70,12,4,2008,"['_pengusahadetail(""?pm=gVhYI5pdFYB7/V9pewrLhQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Lutfi"")']"
 Toko Bangunan Yanti,Dagang Bahan Bangunan,35,12,3,2008,"['_pengusahadetail(""?pm=XdntYikWYf4pHymlR8+EbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Bangunan Yanti"")']"
 Toko Bangunan Sinar Pusaka,Dagang Bahan Bangunan,56,12,3,2008,"['_pengusahadetail(""?pm=FmAODTrpTDrX/zYzkj0qpA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Bangunan Sinar Pusaka"")']"
 Variasi Mobil Putri,Dagang Accesoris & Variasi Mobil,40,12,4,2008,"['_pengusahadetail(""?pm=B6nwjblAF2SiZ5caRaJtjg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Variasi Mobil Putri"")']"
 WARUNG OEBY,Pempek,4,24,1,2011,"['_pengusahadetail(""?pm=pO+4wqTtyQOuHiwETt0MJA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG OEBY"")']"
 KUE BU JUMANAH,Kue,36,128,2,2011,"['_pengusahadetail(""?pm=J41VXKtSBNccSzs++vAHyw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KUE BU JUMANAH"")']"
 FIKRI KONVEKSI,Konveksi,"74,5",400,3,2011,"['_pengusahadetail(""?pm=x/5Wx1HbDM11ixiya27fcA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""FIKRI KONVEKSI"")']"
 WARUNG TEJA,Warung,87,384,1,2011,"['_pengusahadetail(""?pm=NWRRNiCMs9Gm3yfiV7Bmlg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG TEJA"")']"
" Toko ""RITA""",Dagang kebutuhan harian,"93,4",180,1,2008,"['_pengusahadetail(""?pm=cvUHOR695NBvVQIjB9n7VA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko ""RITA"""")']"
 Darso Darma,Kios Barang Harian,155,22,2,2012,"['_pengusahadetail(""?pm=aJrcXVyo6BeuclIwBL44dg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Darso Darma"")']"
 Kamardin,Dagang Barang Harian,131,28,2,2012,"['_pengusahadetail(""?pm=QyFZrycYZUryGYyT6RQzRw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kamardin"")']"
 Kios Manda,Barang Harian,74,26,1,2012,"['_pengusahadetail(""?pm=2Qg5/dThnjAspftghKWhRg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Manda"")']"
 Flora Nusantara,Dagang Tanaman Hias,150,101,2,2008,"['_pengusahadetail(""?pm=G+qOx7rL4rXzw7ZsD+yopw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Flora Nusantara"")']"
 Toko Beras Cahaya Pangkep,Dagang Beras,"133,32",410,2,2008,"['_pengusahadetail(""?pm=10uRJOg8mjnObHjNQ4G82w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Beras Cahaya Pangkep"")']"
 Toko Kisel,Dagang Voucher dan Asesoris HP,73,274,2,2008,"['_pengusahadetail(""?pm=/r/DZXn3lc2azlcb6asyBA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kisel"")']"
 Bakso Mama Joko,Dagang Bakso,53,875,5,2008,"['_pengusahadetail(""?pm=Mn5m+EJ/nZ6eTvPa2AYPiw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bakso Mama Joko"")']"
 Usaha Gamacca,Dagang Barang Kerajinan,"277,5","137,4",23,2008,"['_pengusahadetail(""?pm=1HFpREnCg8Ozm6GdH2+bRA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Gamacca"")']"
 UD. Masekane,Penjualan Sembako,225,147,3,2011,"['_pengusahadetail(""?pm=37iaEUkhy5NLnzUaey9lwg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""UD. Masekane"")']"
 Bengkel Jedy,Usaha Bengkel,"11,54","37,8",1,2011,"['_pengusahadetail(""?pm=z2MzjIhfDcAqKKxDz7O6KA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Bengkel Jedy"")']"
 Kios Sederhana,Dagang Kebutuhan Pokok,342,450,4,2011,"['_pengusahadetail(""?pm=CjPHb/Ty0REm76/4Vyk/EQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Sederhana"")']"
 Kios Athar,Jual Kebutuhan Pokok,186,"12,5",1,2011,"['_pengusahadetail(""?pm=TE/DegSWgxw1ngkWA37xYw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Athar"")']"
 Kios Bajang Ogok,Jual Kebutuhan Pokok,163,51,2,2011,"['_pengusahadetail(""?pm=1T/1WyQIE6du4REcEvixeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Bajang Ogok"")']"
 PAPALELE,JUAL IKAN,"354,8",180,1,2011,"['_pengusahadetail(""?pm=c2saFEp5lDBoZOd7hDk05w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PAPALELE"")']"
 ARIEL PAINT MOTOR,BENGKEL MODIFIKASI,54,42,6,2011,"['_pengusahadetail(""?pm=+g0ozUq82TeqlJQAL1PF1w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""ARIEL PAINT MOTOR"")']"
 JUAL MAKANAN JAD DAN SEMBAKO,MAKANAN JADI,"12,25",75,1,2011,"['_pengusahadetail(""?pm=Q6Q99dfET2xO6a1cD2sEoQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""JUAL MAKANAN JAD DAN SEMBAKO"")']"
 KIOS ANDINI,MAKANAN JADI ,"288,74",135,1,2011,"['_pengusahadetail(""?pm=ImilOLCT5VayMfcIHAi2XQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KIOS ANDINI"")']"
 Toko Muliana,Usaha Dagang,"39,4",148,2,2011,"['_pengusahadetail(""?pm=gdXkRbSl3Lgir1B77BZ5kw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Muliana"")']"
 Toko Nina,Kelontangan,423,134,3,2011,"['_pengusahadetail(""?pm=FZ1yO8GngfOaGH2PoYKliw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Nina"")']"
 Natasa,Kerajinan Tangan,381,1.100,20,2011,"['_pengusahadetail(""?pm=si83wScHDXXEmOtI85ocpw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Natasa"")']"
 Bina Mandiri Las,Bengkel Las Listrik,401,690,7,2011,"['_pengusahadetail(""?pm=LzdGjwXlRmZ+QeWsVY5G8g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Bina Mandiri Las"")']"
 UKM AJAT SUDRAJAT,Dagang Sembako,125,77,1,2011,"['_pengusahadetail(""?pm=3IPN7jPcWet8JoBXpORjkg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""UKM AJAT SUDRAJAT"")']"
" Saung Sempur ""FUJANARA""",Bakar Ikan,784,656,3,2011,"['_pengusahadetail(""?pm=VlDV9WyniaFJk+OBkaMePQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Saung Sempur ""FUJANARA"""")']"
 Ade Yahya,Dagang,183,13,1,2011,"['_pengusahadetail(""?pm=dVSsCyDBQZCmfyTWybvkyA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Ade Yahya"")']"
 Toko Sendal Pulau Biru,Dagang Sendal,"26,3",222,2,2008,"['_pengusahadetail(""?pm=2mDOteQIONl0u66y36WZhg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Sendal Pulau Biru"")']"
 Kompak Elektronik,Dagang Alat - Alat Listrik,111,198,2,2008,"['_pengusahadetail(""?pm=ZQbFJ93zRnYDjKAoJu2bWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kompak Elektronik"")']"
 Kincai Rapih Jok,Dagang Interior Mobil,"25,7",82,3,2008,"['_pengusahadetail(""?pm=tsmdhvlaXqKxfRwiVA7jgA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kincai Rapih Jok"")']"
